user_id,status_id,created_at,screen_name,text,is_quote,is_retweet,favorite_count,retweet_count
1146149434872532994,1216775400229101568,2020-01-13T17:33:56Z,KarcheskiK,"YESSSS!!!! 🍯💙💙💙
#Honeyland
#Oscarnominations
#AcademyAwardNominations https://t.co/QMottOHgrN",FALSE,TRUE,0,3
4710999128,1216775350329466884,2020-01-13T17:33:44Z,jbellalatina,"@TheAcademy no noms for #rocketman costume designs or male lead #TaronEgerton, #JLo in #hustlers! And no woman directors.... hmmmm #OscarsSoMale ?!? Shocking!! The #OscarNominations line up looks like (yet again) a cold cup of bland milky tea!",FALSE,TRUE,0,1
62768458,1216775264128008195,2020-01-13T17:33:24Z,AdheliaY,"The #OscarNominations continue, with Best Documentary

American Factory
The Cave
The Edge of Democracy
For Sama
Honeyland",FALSE,TRUE,0,7
35345432,1216774512844464128,2020-01-13T17:30:25Z,richardupuy,"Congrats to @JLo! Talking  to her last night at the @LAFilmCritics Association Awards where she won Best Supporting Actress for #HustlersMovie.💎 We talked about #OscarNominations her upcoming #SuperBowl performance &amp;, well you can tune into @extratv tomorrow for the rest! #JLo https://t.co/xN1YbjviXs",FALSE,TRUE,0,6
33422842,1216774493911363585,2020-01-13T17:30:20Z,ItsKyleV,"#OscarNominations:
- So happy that #LittleWomen is nominated for Best Picture!
- Toy Story 4 is nominated for Best Animated Film but Frozen 2 isn’t?! Absolutely appalling.  
- Taron Egerton &amp; Awkwafina just won Golden Globes but don’t even get an Oscar nom? Sounds fake but okay.",FALSE,FALSE,0,0
580188148,1216774474789543941,2020-01-13T17:30:16Z,The_K_Wolf,NO WOMEN nominated for DIRECTOR 😢😢 #OscarNominations,FALSE,TRUE,0,65
102780935,1216774448528928771,2020-01-13T17:30:09Z,__Maddness__,Congrats to Malaysian directors Smriti Mundhra and Sami Khan on their #academyaward nomination for Best Documentary Short Subject  'St. Louis Superman' - The film centers on Rep. @BruceFranksjr from Missouri House of Representatives #OscarNominations #OscarNoms https://t.co/Yw29xtvDFA,FALSE,TRUE,0,24
121178498,1216774363741028353,2020-01-13T17:29:49Z,nigelbarto,Congrats to @MatthewACherry on his #academyaward nomination for Animated Short Film for #hairlove #OscarNominations #OscarNoms https://t.co/Nqf4B88Bhg,FALSE,TRUE,0,55
1907619986,1216774241431015425,2020-01-13T17:29:20Z,natesuggs_raven,"If you're upset by the #OscarNominations, then go out and make your own movie. Change doesn't happen overnight. Let's celebrate the art that's out there and if you don't like it, then do something about it. But for... https://t.co/dkvKvaVhno",FALSE,FALSE,0,0
813684312,1216773926367514626,2020-01-13T17:28:05Z,emilymeIisa,Congratulations: Matthew Cherry (@MatthewACherry) on your Oscar nomination for the best animated short #HairLove. It was a wonderful film. #OscarNoms #OscarNominations 💕 https://t.co/d8cYQIw8mM,FALSE,TRUE,0,47
358968363,1216773796625076224,2020-01-13T17:27:34Z,Rugbyweb,"“For best actor, we have Antonio Banderas, Spanish, but otherwise, it is a predominantly white nomination list.”

Did @NinaNannarITV on @itvnews seriously suggest that Spanish people are not white?

#OscarNoms #Oscars #Oscar #OscarNominations",FALSE,TRUE,0,16
198109524,1216773790069293056,2020-01-13T17:27:32Z,alexarken,"They didn’t nominate LUPITA for US?! Fuck that shit.

#Oscars2020 #OscarNominations Oscar https://t.co/jGCqWKFEyX",FALSE,TRUE,0,13
21818926,1216773707227680769,2020-01-13T17:27:13Z,beaugbowden,"#OscarNominations dropped the ball, again! Not enough diversity!!!",FALSE,FALSE,0,0
738449548184457216,1216746000733224961,2020-01-13T15:37:07Z,rebjefwill_j,My #favorite #Parasite is #there #Oscars2020 #oscarnominations #Hollywood #amazing #movie #BoonJoonHo #breaking  Oscar Nominations 2020: The Complete List https://t.co/xzpA6ggR7J via @variety,FALSE,FALSE,0,0
738449548184457216,1216773634720559104,2020-01-13T17:26:55Z,rebjefwill_j,#OscarNoms #Oscars2020 #Oscars #Oscar2020 #OscarNominations #yay #BarackObama #michelleobama #congrats #AmericanFactory #pickoutyour #redcarpet #outfits #LosAngeles #BBC #NYC #LosAngeles #movie #good #instincts https://t.co/oFAWh40Efe,TRUE,FALSE,0,0
56567360,1216773446136422400,2020-01-13T17:26:10Z,Staircase2,The nominations are quite uninspiring this year. But I was glad to see a few names #OscarNominations,FALSE,TRUE,0,1
538207500,1216773256969101314,2020-01-13T17:25:25Z,PLinHamburg,"""Corpus Christi"" (pol.: „Boże Ciało”), ein Filmdrama des reg. Jan #Komasa, wurde für den #Oscar-Filmpreis in der Kategorie ""Bester internationaler Film"" nominiert. Wir drücken die Daumen für eine Auszeichnung! @TheAcademy #Oscars2020 #OscarNominations #AcademyAward. https://t.co/BNQfX2ZMBo",FALSE,TRUE,0,3
852725859370754048,1216773216577847301,2020-01-13T17:25:16Z,realofficialc3,"JOKER lead the way with a whopping 11 NOMINATIONS TOTAL, including BEST PICTURE &amp; BEST DIRECTOR! And that’s after it grossed more than $1 BILLION WORLDWIDE!! WHO’S LAUGHING NOW?? #Joker #JokerMovie #OscarNominations https://t.co/z16rwJsBWb",FALSE,TRUE,0,93
1214590252976758784,1216773086839635972,2020-01-13T17:24:45Z,savannah_ware1,#Repost from @nytimes gender. #Oscars2020 #OscarNominations https://t.co/2gasVqreq4,FALSE,TRUE,0,126
1018617342975082496,1216772993709309952,2020-01-13T17:24:22Z,Jonatha80958138,SNUBBED for BEST ACTOR: TARON EGERTON (Rocketman) &amp; EDDIE MURPHY (Dolemite is My Name)  ROBERT DE NIRO (The Irishman) #OscarNominations,FALSE,TRUE,0,57
1018617342975082496,1216756625299558402,2020-01-13T16:19:20Z,Jonatha80958138,"THE FAREWELL was SNUBBED ALL OVER THE PLACE!! NO NOMINATIONS for BEST ACTRESS (#Awkwafina), NO ORIGINAL SCREENPLAY, NO BEST PICTURE!! #TheFarewell #OscarNominations",FALSE,TRUE,0,110
1018617342975082496,1216756731226624001,2020-01-13T16:19:45Z,Jonatha80958138,"BEST SUPPORTING ACTOR is RIGHT ON!!! PITT, PACINO, HANKS, PESCI, HOPKINS!!! #OscarNominations",FALSE,TRUE,0,10
1044265210448510976,1216772913954619398,2020-01-13T17:24:03Z,JesseCoffey15,Wasn’t expecting #Joker to have so many nominations. #OscarNominations,FALSE,TRUE,0,1
1044265210448510976,1216772777983631360,2020-01-13T17:23:31Z,JesseCoffey15,"Solid list of nominees for Best Picture, wasn’t expecting Jojo Rabbit! #OscarNominations",FALSE,TRUE,0,1
1044265210448510976,1216772844362686464,2020-01-13T17:23:47Z,JesseCoffey15,Roger Deakins. That is all. #OscarNominations,FALSE,TRUE,0,1
1044265210448510976,1216772949446819840,2020-01-13T17:24:12Z,JesseCoffey15,#OscarNominations time!,FALSE,TRUE,0,1
1044265210448510976,1216772857012748291,2020-01-13T17:23:50Z,JesseCoffey15,Animated Feature! Let’s go! #OscarNominations,FALSE,TRUE,0,1
1044265210448510976,1216772920891998213,2020-01-13T17:24:05Z,JesseCoffey15,"Little Women’s gonna win for Costume Design, calling it now. #OscarNominations",FALSE,TRUE,0,1
1044265210448510976,1216772827182858252,2020-01-13T17:23:43Z,JesseCoffey15,Parasite’s gonna win for International Feature. It’s a given. #OscarNominations,FALSE,TRUE,0,2
1044265210448510976,1216772805821267969,2020-01-13T17:23:38Z,JesseCoffey15,Just give Joaquin the Oscar. #OscarNominations,FALSE,TRUE,0,1
737542513,1216772863820292096,2020-01-13T17:23:51Z,TamTamsWorld,"YO!!!! @MatthewACherry!!!! Congratulations, my OSCAR NOMINATED brother!!!! THIS IS SO DOPE. Proud of you, man. Well-deserved. #HairLove was perfect. ✨ #OscarNoms #OscarNominations @TheAcademy. https://t.co/5EoLBOB2DN",FALSE,TRUE,0,2
3249267439,1216772820941733888,2020-01-13T17:23:41Z,TheCSUEA,"#Oscar #nominations #2020: See the full list of #nominees

https://t.co/P5x4OCO1KP via @CNN

#oscars2020 #2020Oscars #OscarNominations #AcademyAwards #2020AcademyAwards #Acting #Movies #Film #Cinema #Entertainment #Hollywood #CNN https://t.co/1WsHlE0V0Y",FALSE,FALSE,0,0
887010120,1216772802130456576,2020-01-13T17:23:37Z,iheartScarJo,BIG CONGRATS to #ScarlettJohansson for scoring her first 2 #OscarNominations in one fell swoop!! BEST ACTRESS for #MarriageStory &amp; BEST SUPPORTING ACTRESS for #JojoRabbit!! https://t.co/SU4UvwvasD,FALSE,TRUE,0,140
956644121690759170,1216772770324938752,2020-01-13T17:23:29Z,Alexand75096214,BIG CONGRATS to #ScarlettJohansson for scoring her first 2 #OscarNominations in one fell swoop!! BEST ACTRESS for #MarriageStory &amp; BEST SUPPORTING ACTRESS for #JojoRabbit!! https://t.co/SU4UvwvasD,FALSE,TRUE,0,140
794570844,1216772724380532737,2020-01-13T17:23:18Z,SteSDN,BIG CONGRATS to #ScarlettJohansson for scoring her first 2 #OscarNominations in one fell swoop!! BEST ACTRESS for #MarriageStory &amp; BEST SUPPORTING ACTRESS for #JojoRabbit!! https://t.co/SU4UvwvasD,FALSE,TRUE,0,140
3991108098,1216772682651357184,2020-01-13T17:23:08Z,dt_next,"Director #SamMendes' war #drama1917 , which has Reliance Entertainment and Amblin Partners among the banners associated with the film's production, has received as many as 10 #Oscarnominations including Best Picture and Best Director.

https://t.co/ABN8SiJJY3",FALSE,FALSE,0,0
3991108098,1216771634192777221,2020-01-13T17:18:58Z,dt_next,"Filmmaker #ToddPhillips' Joker , an origin story about superhero Batman's biggest enemy Joker, led the #Oscarnominations with 11 nods, including Best Picture, #BestDirector and #BestActor. 

https://t.co/lcOzBH7QoV",FALSE,FALSE,0,0
832466892,1216772626296852481,2020-01-13T17:22:55Z,johnturner12345,"Congrats to all of the #Oscars2020 
nominees - especially the Broadway folk! #OscarNoms #OscarNominations #OscarNoms #Oscars https://t.co/eQaSSI4UKI @CynthiaEriVo @eltonofficial @Lyrikris10",FALSE,TRUE,0,8
1165450428,1216772449615806465,2020-01-13T17:22:13Z,chillzone95,SNUB!! NO #JamieFoxx Supporting Actor nom for #JustMercy!! #OscarNominations,FALSE,TRUE,0,9
1165450428,1216771687909183489,2020-01-13T17:19:11Z,chillzone95,"BIG THANKS to EVERYONE who stayed with me for this morning’s live-tweeting of the OSCAR NOMINATIONS!! And in just a couple hours, I’ll be taping a brand-spanking new #OscarNominations episode of #ColliderFYC with the Amazing @PNemiroff &amp; the Mighty @TheInSneider!! https://t.co/pmoTm4V5Nu",FALSE,TRUE,0,11
1165450428,1216772399800057860,2020-01-13T17:22:01Z,chillzone95,SNUB!!!! NO DOCUMENTARY NOMINATION for APOLLO 11!!! #OscarNominations,FALSE,TRUE,0,7
1165450428,1216772376630722565,2020-01-13T17:21:55Z,chillzone95,SNUBBED for BEST DIRECTOR: TAIKA WAITITI (JoJo Rabbit) &amp; GRETA GERWIG (Little Women) / SUPRISE!! TODD PHILLIPS makes the cut for JOKER! #OscarNominations,FALSE,TRUE,0,60
1165450428,1216772168689700865,2020-01-13T17:21:06Z,chillzone95,NO WOMEN nominated for DIRECTOR 😢😢 #OscarNominations,FALSE,TRUE,0,65
1165450428,1216772583502184448,2020-01-13T17:22:45Z,chillzone95,SNUB ALREADY!!! NO #JenniferLopez for Supporting Actress Oscar nomination!! #OscarNominations,FALSE,TRUE,0,4
1165450428,1216772249853689863,2020-01-13T17:21:25Z,chillzone95,SNUBBED for BEST ACTOR: TARON EGERTON (Rocketman) &amp; EDDIE MURPHY (Dolemite is My Name)  ROBERT DE NIRO (The Irishman) #OscarNominations,FALSE,TRUE,0,57
1165450428,1216772498169065472,2020-01-13T17:22:24Z,chillzone95,"BEST SUPPORTING ACTOR is RIGHT ON!!! PITT, PACINO, HANKS, PESCI, HOPKINS!!! #OscarNominations",FALSE,TRUE,0,10
1165450428,1216771863478558720,2020-01-13T17:19:53Z,chillzone95,Legendary Composer JOHN WILLIAMS broke his own record with his 52ND NOMINATION for #StarWars #TheRiseOfSkwalker!! He already has 5 OSCARS on his shelf! #OscarNominations,FALSE,TRUE,0,46
1165450428,1216772108476284928,2020-01-13T17:20:51Z,chillzone95,"JOKER lead the way with a whopping 11 NOMINATIONS TOTAL, including BEST PICTURE &amp; BEST DIRECTOR! And that’s after it grossed more than $1 BILLION WORLDWIDE!! WHO’S LAUGHING NOW?? #Joker #JokerMovie #OscarNominations https://t.co/z16rwJsBWb",FALSE,TRUE,0,93
1165450428,1216772319323947008,2020-01-13T17:21:42Z,chillzone95,"THE FAREWELL was SNUBBED ALL OVER THE PLACE!! NO NOMINATIONS for BEST ACTRESS (#Awkwafina), NO ORIGINAL SCREENPLAY, NO BEST PICTURE!! #TheFarewell #OscarNominations",FALSE,TRUE,0,110
1165450428,1216771821820764160,2020-01-13T17:19:43Z,chillzone95,BIG CONGRATS to #ScarlettJohansson for scoring her first 2 #OscarNominations in one fell swoop!! BEST ACTRESS for #MarriageStory &amp; BEST SUPPORTING ACTRESS for #JojoRabbit!! https://t.co/SU4UvwvasD,FALSE,TRUE,0,140
1165450428,1216772549054365700,2020-01-13T17:22:36Z,chillzone95,SURPRISE!!! KATHY BATES nominated for SUPPORTING ACTRESS for #RichardJewell!! #OscarNominations,FALSE,TRUE,0,2
836966420017655809,1216772570202198016,2020-01-13T17:22:41Z,PattiWeinberg1,Frozen 2 was snubbed for Best Animated Film. RT if you agree! #OscarNominations https://t.co/WPwvH7Fdk0,FALSE,TRUE,0,4
61571899,1216772522429091841,2020-01-13T17:22:30Z,EdSigma,Congratulations to the #Joker movie on all the #OscarNominations that staircase scene is the best https://t.co/emlnvBCTjE,FALSE,TRUE,0,18
